id,name,tmz,trt,monoisotopic,cas,subid
CP1001,PCB-66,291.919,8.9182,289.9224,32598-10-0,0
CP1001,PCB-66,289.922,8.9182,289.9224,32598-10-0,1
CP1001,PCB-66,219.9841,8.9182,289.9224,32598-10-0,2
CP1001,PCB-66,293.916,8.9182,289.9224,32598-10-0,3
CP1002,PCB-146,359.8407,10.6665,357.8444,51908-16-8,0
CP1002,PCB-146,361.8378,10.6665,357.8444,51908-16-8,1
CP1002,PCB-146,289.9034,10.6665,357.8444,51908-16-8,2
CP1002,PCB-146,287.9064,10.6665,357.8444,51908-16-8,3
CP1003,PCB-157,359.8408,13.326,357.8444,69782-90-7,0
CP1003,PCB-157,361.8378,13.326,357.8444,69782-90-7,1
CP1003,PCB-157,357.8439,13.326,357.8444,69782-90-7,2
CP1003,PCB-157,289.9033,13.326,357.8444,69782-90-7,3
CP1004,PCB-167,359.8408,12.6688,357.8444,52663-72-6,0
CP1004,PCB-167,361.8378,12.6688,357.8444,52663-72-6,1
CP1004,PCB-167,393.8018,12.6688,357.8444,52663-72-6,2
CP1004,PCB-167,395.7988,12.6688,357.8444,52663-72-6,3
CP1005,PCB-172,393.802,13.4507,391.8055,52663-74-8,0
CP1005,PCB-172,395.7989,13.4507,391.8055,52663-74-8,1
CP1005,PCB-172,323.8642,13.4507,391.8055,52663-74-8,2
CP1005,PCB-172,325.8612,13.4507,391.8055,52663-74-8,3
CP1006,PCB-189,393.8017,15.132,391.8055,39635-31-9,0
CP1006,PCB-189,395.7986,15.132,391.8055,39635-31-9,1
CP1006,PCB-189,397.7958,15.132,391.8055,39635-31-9,2
CP1006,PCB-189,323.8642,15.132,391.8055,39635-31-9,3
CP1007,PCB-196,429.7599,14.7016,425.7665,42740-50-1,0
CP1007,PCB-196,427.7629,14.7016,425.7665,42740-50-1,1
CP1007,PCB-196,357.8252,14.7016,425.7665,42740-50-1,2
CP1007,PCB-196,359.8221,14.7016,425.7665,42740-50-1,3
CP1008,PCB-203,429.7599,15.4106,425.7665,52663-76-0,0
CP1008,PCB-203,427.7628,15.4106,425.7665,52663-76-0,1
CP1008,PCB-203,357.8252,15.4106,425.7665,52663-76-0,2
CP1008,PCB-203,431.7568,15.4106,425.7665,52663-76-0,3
CP1009,Hexachlorobenzene,283.8099,5.9841,281.8131,118-74-1,0
CP1009,Hexachlorobenzene,285.807,5.9841,281.8131,118-74-1,1
CP1009,Hexachlorobenzene,281.8129,5.9841,281.8131,118-74-1,2
CP1009,Hexachlorobenzene,287.8041,5.9841,281.8131,118-74-1,3
CP1010,OCTACHLOROSTYRENE,307.8099,8.5407,375.7508,29082-74-4,0
CP1010,OCTACHLOROSTYRENE,342.7789,8.5407,375.7508,29082-74-4,1
CP1010,OCTACHLOROSTYRENE,344.776,8.5407,375.7508,29082-74-4,2
CP1010,OCTACHLOROSTYRENE,309.807,8.5407,375.7508,29082-74-4,3
CP1011,Pentachloronitrobenzene,236.8408,6.2833,292.8372,82-68-8,0
CP1011,Pentachloronitrobenzene,234.8438,6.2833,292.8372,82-68-8,1
CP1011,Pentachloronitrobenzene,238.8379,6.2833,292.8372,82-68-8,2
CP1011,Pentachloronitrobenzene,199.045,6.2833,292.8372,82-68-8,3
CP1012,oxychlordane,114.8006,17.793,419.777,27304-13-8,0
CP1012,oxychlordane,184.859,17.793,419.777,27304-13-8,1
CP1012,oxychlordane,186.6346,17.793,419.777,27304-13-8,2
CP1012,oxychlordane,338.8635,17.793,419.777,27304-13-8,3
CP1013,"2,3,4,6-Tetrachlorophenol",231.8824,5.2057,229.88597,58-90-2,0
CP1013,"2,3,4,6-Tetrachlorophenol",229.8855,5.2057,229.88597,58-90-2,1
CP1013,"2,3,4,6-Tetrachlorophenol",233.8796,5.2057,229.88597,58-90-2,2
CP1013,"2,3,4,6-Tetrachlorophenol",235.8767,5.2057,229.88597,58-90-2,3
CP1014,"2,3,4,6-tetrabromophenol",409.6806,7.9939,405.6839,14400-94-3,0
CP1014,"2,3,4,6-tetrabromophenol",407.6828,7.9939,405.6839,14400-94-3,1
CP1014,"2,3,4,6-tetrabromophenol",411.6786,7.9939,405.6839,14400-94-3,2
CP1014,"2,3,4,6-tetrabromophenol",405.6848,7.9939,405.6839,14400-94-3,3
CP1015,pentabromophenol,487.5915,11.6289,483.5944,608-71-9,0
CP1015,pentabromophenol,489.5891,11.6289,483.5944,608-71-9,1
CP1015,pentabromophenol,485.5934,11.6289,483.5944,608-71-9,2
CP1015,pentabromophenol,491.5875,11.6289,483.5944,608-71-9,3
CP1016,pentachlorophenol,265.8441,6.3451,263.847,87-86-5,0
CP1016,pentachlorophenol,267.8412,6.3451,263.847,87-86-5,1
CP1016,pentachlorophenol,263.8471,6.3451,263.847,87-86-5,2
CP1016,pentachlorophenol,164.9059,6.3451,263.847,87-86-5,3
CP1017,PCB-17,186.0231,6.4843,255.9613,37680-66-3,0
CP1017,PCB-17,255.9609,6.4843,255.9613,37680-66-3,1
CP1017,PCB-17,257.9579,6.4843,255.9613,37680-66-3,2
CP1017,PCB-17,220.992,6.4843,255.9613,37680-66-3,3
CP1018,PCB-18,186.023,6.6848,255.9613,37680-65-2,0
CP1018,PCB-18,255.9609,6.6848,255.9613,37680-65-2,1
CP1018,PCB-18,257.9579,6.6848,255.9613,37680-65-2,2
CP1018,PCB-18,220.992,6.6848,255.9613,37680-65-2,3
CP1019,PCB-28,255.9608,7.1938,255.9613,7012-37-5,0
CP1019,PCB-28,257.9578,7.1938,255.9613,7012-37-5,1
CP1019,PCB-28,186.023,7.1938,255.9613,7012-37-5,2
CP1019,PCB-28,259.9549,7.1938,255.9613,7012-37-5,3
CP1020,PCB-31,255.9609,7.1938,255.9613,16606-02-3,0
CP1020,PCB-31,257.9579,7.1938,255.9613,16606-02-3,1
CP1020,PCB-31,186.0231,7.1938,255.9613,16606-02-3,2
CP1020,PCB-31,259.955,7.1938,255.9613,16606-02-3,3
CP1021,PCB-33,255.9608,8.824,255.9613,38444-86-9,0
CP1021,PCB-33,257.9579,8.824,255.9613,38444-86-9,1
CP1021,PCB-33,186.023,8.824,255.9613,38444-86-9,2
CP1021,PCB-33,259.955,8.824,255.9613,38444-86-9,3
CP1022,PCB-44,219.9841,8.0756,289.9224,41464-39-5,0
CP1022,PCB-44,291.9189,8.0756,289.9224,41464-39-5,1
CP1022,PCB-44,289.9218,8.0756,289.9224,41464-39-5,2
CP1022,PCB-44,221.9812,8.0756,289.9224,41464-39-5,3
CP1023,PCB-49,291.9189,7.8075,289.9224,41464-40-8,0
CP1023,PCB-49,219.9841,7.8075,289.9224,41464-40-8,1
CP1023,PCB-49,289.9218,7.8075,289.9224,41464-40-8,2
CP1023,PCB-49,221.9812,7.8075,289.9224,41464-40-8,3
CP1024,PCB-52,291.919,7.7459,289.9224,35693-99-3,0
CP1024,PCB-52,219.9841,7.7459,289.9224,35693-99-3,1
CP1024,PCB-52,289.9219,7.7459,289.9224,35693-99-3,2
CP1024,PCB-52,221.9812,7.7459,289.9224,35693-99-3,3
CP1025,PCB-70,219.9841,8.7867,289.9224,32598-11-1,0
CP1025,PCB-70,291.9189,8.7867,289.9224,32598-11-1,1
CP1025,PCB-70,289.9219,8.7867,289.9224,32598-11-1,2
CP1025,PCB-70,221.9811,8.7867,289.9224,32598-11-1,3
CP1026,PCB-74,291.919,8.8778,289.9224,32690-93-0,0
CP1026,PCB-74,289.9219,8.8778,289.9224,32690-93-0,1
CP1026,PCB-74,219.9841,8.8778,289.9224,32690-93-0,2
CP1026,PCB-74,293.9159,8.8778,289.9224,32690-93-0,3
CP1027,PCB-82,325.88,10.3656,323.8834,52663-62-4,0
CP1027,PCB-82,253.9452,10.3656,323.8834,52663-62-4,1
CP1027,PCB-82,255.9423,10.3656,323.8834,52663-62-4,2
CP1027,PCB-82,290.9112,10.3656,323.8834,52663-62-4,3
CP1028,PCB-87,325.8799,9.9594,323.8834,38380-02-8,0
CP1028,PCB-87,253.9452,9.9594,323.8834,38380-02-8,1
CP1028,PCB-87,255.9423,9.9594,323.8834,38380-02-8,2
CP1028,PCB-87,327.8769,9.9594,323.8834,38380-02-8,3
CP1029,PCB-95,291.9189,8.8868,323.8834,38379-99-6,0
CP1029,PCB-95,289.9219,8.8868,323.8834,38379-99-6,1
CP1029,PCB-95,325.8799,8.8868,323.8834,38379-99-6,2
CP1029,PCB-95,219.9841,8.8868,323.8834,38379-99-6,3
CP1030,PCB-99,325.88,9.4755,323.8834,38380-01-7,0
CP1030,PCB-99,253.9452,9.4755,323.8834,38380-01-7,1
CP1030,PCB-99,327.8769,9.4755,323.8834,38380-01-7,2
CP1030,PCB-99,255.9423,9.4755,323.8834,38380-01-7,3
CP1031,PCB-101,325.8799,9.3901,323.8834,37680-73-2,0
CP1031,PCB-101,253.9452,9.3901,323.8834,37680-73-2,1
CP1031,PCB-101,255.9422,9.3901,323.8834,37680-73-2,2
CP1031,PCB-101,327.8768,9.3901,323.8834,37680-73-2,3
CP1032,PCB-105,325.8799,10.789,323.8834,32598-14-4,0
CP1032,PCB-105,327.8769,10.789,323.8834,32598-14-4,1
CP1032,PCB-105,323.8829,10.789,323.8834,32598-14-4,2
CP1032,PCB-105,253.9452,10.789,323.8834,32598-14-4,3
CP1033,PCB-110,325.88,10.1468,323.8834,38380-03-9,0
CP1033,PCB-110,327.8768,10.1468,323.8834,38380-03-9,1
CP1033,PCB-110,323.8828,10.1468,323.8834,38380-03-9,2
CP1033,PCB-110,253.9452,10.1468,323.8834,38380-03-9,3
CP1034,PCB-118,325.88,11.3685,323.8834,31508-00-6,0
CP1034,PCB-118,327.877,11.3685,323.8834,31508-00-6,1
CP1034,PCB-118,323.8829,11.3685,323.8834,31508-00-6,2
CP1034,PCB-118,253.9452,11.3685,323.8834,31508-00-6,3
CP1035,PCB-128,359.8409,12.5475,357.8444,38380-07-3,0
CP1035,PCB-128,289.9035,12.5475,357.8444,38380-07-3,1
CP1035,PCB-128,361.8379,12.5475,357.8444,38380-07-3,2
CP1035,PCB-128,287.9064,12.5475,357.8444,38380-07-3,3
CP1036,PCB-132,359.8408,11.2935,357.8444,38380-05-1,0
CP1036,PCB-132,289.9033,11.2935,357.8444,38380-05-1,1
CP1036,PCB-132,361.8378,11.2935,357.8444,38380-05-1,2
CP1036,PCB-132,287.9063,11.2935,357.8444,38380-05-1,3
CP1037,PCB-138,359.8409,11.9253,357.8444,35065-28-2,0
CP1037,PCB-138,361.8379,11.9253,357.8444,35065-28-2,1
CP1037,PCB-138,289.9035,11.9253,357.8444,35065-28-2,2
CP1037,PCB-138,287.9064,11.9253,357.8444,35065-28-2,3
CP1038,PCB-149,325.88,10.3926,357.8444,38380-04-0,0
CP1038,PCB-149,359.8409,10.3926,357.8444,38380-04-0,1
CP1038,PCB-149,327.877,10.3926,357.8444,38380-04-0,2
CP1038,PCB-149,323.883,10.3926,357.8444,38380-04-0,3
CP1039,PCB-151,359.841,9.5969,357.8444,52663-63-5,0
CP1039,PCB-151,289.9034,9.5969,357.8444,52663-63-5,1
CP1039,PCB-151,361.8379,9.5969,357.8444,52663-63-5,2
CP1039,PCB-151,287.9063,9.5969,357.8444,52663-63-5,3
CP1040,PCB-153,359.8407,11.1394,357.8444,35065-27-1,0
CP1040,PCB-153,361.8378,11.1394,357.8444,35065-27-1,1
CP1040,PCB-153,289.9034,11.1394,357.8444,35065-27-1,2
CP1040,PCB-153,357.8437,11.1394,357.8444,35065-27-1,3
CP1041,PCB-156,359.8408,13.2047,357.8444,38380-08-4,0
CP1041,PCB-156,361.8378,13.2047,357.8444,38380-08-4,1
CP1041,PCB-156,357.8438,13.2047,357.8444,38380-08-4,2
CP1041,PCB-156,289.9032,13.2047,357.8444,38380-08-4,3
CP1042,PCB-158,359.8408,14.3343,357.8444,74472-42-7,0
CP1042,PCB-158,361.8377,14.3343,357.8444,74472-42-7,1
CP1042,PCB-158,357.8438,14.3343,357.8444,74472-42-7,2
CP1042,PCB-158,289.9033,14.3343,357.8444,74472-42-7,3
CP1043,PCB-169,393.802,14.3488,391.8055,32774-16-6,0
CP1043,PCB-169,395.7989,14.3488,391.8055,32774-16-6,1
CP1043,PCB-169,323.8642,14.3488,391.8055,32774-16-6,2
CP1043,PCB-169,397.796,14.3488,391.8055,32774-16-6,3
CP1044,PCB-170,393.802,14.3735,391.8055,35065-30-6,0
CP1044,PCB-170,395.7989,14.3735,391.8055,35065-30-6,1
CP1044,PCB-170,323.8642,14.3735,391.8055,35065-30-6,2
CP1044,PCB-170,397.796,14.3735,391.8055,35065-30-6,3
CP1045,PCB-171,393.802,13.098,391.8055,52663-71-5,0
CP1045,PCB-171,395.7989,13.098,391.8055,52663-71-5,1
CP1045,PCB-171,323.8642,13.098,391.8055,52663-71-5,2
CP1045,PCB-171,325.8613,13.098,391.8055,52663-71-5,3
CP1046,PCB-177,393.8019,12.971,391.8055,52663-70-4,0
CP1046,PCB-177,395.799,12.971,391.8055,52663-70-4,1
CP1046,PCB-177,323.8644,12.971,391.8055,52663-70-4,2
CP1046,PCB-177,358.8331,12.971,391.8055,52663-70-4,3
CP1047,PCB-180,393.8021,13.6179,391.8055,35065-29-3,0
CP1047,PCB-180,395.7991,13.6179,391.8055,35065-29-3,1
CP1047,PCB-180,323.8642,13.6179,391.8055,35065-29-3,2
CP1047,PCB-180,397.7961,13.6179,391.8055,35065-29-3,3
CP1048,PCB-183,393.802,12.4228,391.8055,52663-69-1,0
CP1048,PCB-183,395.7989,12.4228,391.8055,52663-69-1,1
CP1048,PCB-183,323.8642,12.4228,391.8055,52663-69-1,2
CP1048,PCB-183,397.7959,12.4228,391.8055,52663-69-1,3
CP1049,PCB-187,393.8018,12.2802,391.8055,52663-68-0,0
CP1049,PCB-187,395.7988,12.2802,391.8055,52663-68-0,1
CP1049,PCB-187,323.8642,12.2802,391.8055,52663-68-0,2
CP1049,PCB-187,325.8613,12.2802,391.8055,52663-68-0,3
CP1050,PCB-191,393.8017,13.7359,391.8055,74472-50-7,0
CP1050,PCB-191,395.7987,13.7359,391.8055,74472-50-7,1
CP1050,PCB-191,323.8643,13.7359,391.8055,74472-50-7,2
CP1050,PCB-191,397.7959,13.7359,391.8055,74472-50-7,3
CP1051,PCB-194,429.7598,16.0038,425.7665,35694-08-7,0
CP1051,PCB-194,427.7628,16.0038,425.7665,35694-08-7,1
CP1051,PCB-194,357.8251,16.0038,425.7665,35694-08-7,2
CP1051,PCB-194,359.822,16.0038,425.7665,35694-08-7,3
CP1052,PCB-195,429.7601,14.7061,425.7665,52663-78-2,0
CP1052,PCB-195,427.7631,14.7061,425.7665,52663-78-2,1
CP1052,PCB-195,357.8252,14.7061,425.7665,52663-78-2,2
CP1052,PCB-195,359.8221,14.7061,425.7665,52663-78-2,3
CP1053,PCB-199,429.7599,14.5341,425.7665,52663-75-9,0
CP1053,PCB-199,427.7629,14.5341,425.7665,52663-75-9,1
CP1053,PCB-199,357.8252,14.5341,425.7665,52663-75-9,2
CP1053,PCB-199,359.8221,14.5341,425.7665,52663-75-9,3
CP1054,PCB-205,429.7599,16.0903,425.7665,74472-53-0,0
CP1054,PCB-205,427.7629,16.0903,425.7665,74472-53-0,1
CP1054,PCB-205,431.7569,16.0903,425.7665,74472-53-0,2
CP1054,PCB-205,357.8252,16.0903,425.7665,74472-53-0,3
CP1055,PCB-206,463.7207,16.902,459.7275,40186-72-9,0
CP1055,PCB-206,461.724,16.902,459.7275,40186-72-9,1
CP1055,PCB-206,465.7178,16.902,459.7275,40186-72-9,2
CP1055,PCB-206,391.7864,16.902,459.7275,40186-72-9,3
CP1056,PCB-208,463.7207,15.3499,459.7275,52663-77-1,0
CP1056,PCB-208,461.7241,15.3499,459.7275,52663-77-1,1
CP1056,PCB-208,465.7178,15.3499,459.7275,52663-77-1,2
CP1056,PCB-208,391.7863,15.3499,459.7275,52663-77-1,3
CP1057,PCB-209,497.6822,17.5608,493.6885,2051-24-3,0
CP1057,PCB-209,499.679,17.5608,493.6885,2051-24-3,1
CP1057,PCB-209,495.6852,17.5608,493.6885,2051-24-3,2
CP1057,PCB-209,499.6802,17.5608,493.6885,2051-24-3,3
CP1058,BDE-17,403.8047,10.4453,403.8047,147217-75-2,0
CP1058,BDE-17,245.9675,10.4453,403.8047,147217-75-2,1
CP1058,BDE-17,247.9655,10.4453,403.8047,147217-75-2,2
CP1058,BDE-17,405.8021,10.4453,403.8047,147217-75-2,3
CP1059,"BDE-28, BDE-33",403.8047,10.9147,403.8047,41318-75-6,0
CP1059,"BDE-28, BDE-33",245.9677,10.9147,403.8047,41318-75-6,1
CP1059,"BDE-28, BDE-33",247.9656,10.9147,403.8047,41318-75-6,2
CP1059,"BDE-28, BDE-33",405.8023,10.9147,403.8047,41318-75-6,3
CP1060,BDE-47,325.876,13.7886,481.7152,5436-43-1,0
CP1060,BDE-47,323.878,13.7886,481.7152,5436-43-1,1
CP1060,BDE-47,327.8737,13.7886,481.7152,5436-43-1,2
CP1060,BDE-47,485.7104,13.7886,481.7152,5436-43-1,3
CP1061,BDE-66,325.876,14.3254,481.7152,189084-61-5,0
CP1061,BDE-66,485.7105,14.3254,481.7152,189084-61-5,1
CP1061,BDE-66,483.7125,14.3254,481.7152,189084-61-5,2
CP1061,BDE-66,323.8781,14.3254,481.7152,189084-61-5,3
CP1062,BDE-71,325.876,13.4102,481.7152,189084-62-6,0
CP1062,BDE-71,485.7105,13.4102,481.7152,189084-62-6,1
CP1062,BDE-71,323.8781,13.4102,481.7152,189084-62-6,2
CP1062,BDE-71,327.8738,13.4102,481.7152,189084-62-6,3
CP1063,BDE-99,403.7863,17.8042,559.626,60348-60-9,0
CP1063,BDE-99,405.7841,17.8042,559.626,60348-60-9,1
CP1063,BDE-99,563.622,17.8042,559.626,60348-60-9,2
CP1063,BDE-99,565.62,17.8042,559.626,60348-60-9,3
CP1064,BDE-100,403.7865,16.0185,559.626,189084-64-8,0
CP1064,BDE-100,419.8223,16.0185,559.626,189084-64-8,1
CP1064,BDE-100,563.622,16.0185,559.626,189084-64-8,2
CP1064,BDE-100,559.626,16.0185,559.626,189084-64-8,3
CP1065,BDE-138,483.6946,19.417,637.536,182677-30-1,0
CP1065,BDE-138,481.6968,19.417,637.536,182677-30-1,1
CP1065,BDE-138,485.6926,19.417,637.536,182677-30-1,2
CP1065,BDE-138,643.5317,19.417,637.536,182677-30-1,3
CP1066,BDE-153,483.6948,18.8022,637.536,68631-49-2,0
CP1066,BDE-153,481.6968,18.8022,637.536,68631-49-2,1
CP1066,BDE-153,485.6925,18.8022,637.536,68631-49-2,2
CP1066,BDE-153,643.5322,18.8022,637.536,68631-49-2,3
CP1067,BDE-154,483.695,18.1945,637.536,207122-15-4,0
CP1067,BDE-154,481.6969,18.1945,637.536,207122-15-4,1
CP1067,BDE-154,485.6927,18.1945,637.536,207122-15-4,2
CP1067,BDE-154,643.5323,18.1945,637.536,207122-15-4,3
CP1068,BDE-183,561.6064,20.1229,715.447,207122-16-5,0
CP1068,BDE-183,563.6043,20.1229,715.447,207122-16-5,1
CP1068,BDE-183,559.6085,20.1229,715.447,207122-16-5,2
CP1068,BDE-183,565.6023,20.1229,715.447,207122-16-5,3
CP1069,BDE-209,822.1349,21.4896,949.1783,1163-19-5,0
CP1069,BDE-209,799.3236,21.4896,949.1783,1163-19-5,1
CP1069,BDE-209,800.1487,21.4896,949.1783,1163-19-5,2
CP1069,BDE-209,819.2586,21.4896,949.1783,1163-19-5,3
CP1070,Tetrabromobisphenol A,528.7294,18.8134,539.75708,79-94-7,0
CP1070,Tetrabromobisphenol A,530.7267,18.8134,539.75708,79-94-7,1
CP1070,Tetrabromobisphenol A,526.7321,18.8134,539.75708,79-94-7,2
CP1070,Tetrabromobisphenol A,543.7524,18.8134,539.75708,79-94-7,3
CP1071,Aldrin,262.8566,8.7103,361.8757,309-00-2,0
CP1071,Aldrin,264.8536,8.7103,361.8757,309-00-2,1
CP1071,Aldrin,358.835,8.7103,361.8757,309-00-2,2
CP1071,Aldrin,326.8272,8.7103,361.8757,309-00-2,3
CP1072,a-BHC,182.9338,5.9392,287.8601,319-84-6,0
CP1072,a-BHC,180.937,5.9392,287.8601,319-84-6,1
CP1072,a-BHC,218.9108,5.9392,287.8601,319-84-6,2
CP1072,a-BHC,184.9311,5.9392,287.8601,319-84-6,3
CP1073,b-BHC,182.9338,6.2945,287.8601,319-85-7,0
CP1073,b-BHC,180.937,6.2945,287.8601,319-85-7,1
CP1073,b-BHC,218.9108,6.2945,287.8601,319-85-7,2
CP1073,b-BHC,184.9311,6.2945,287.8601,319-85-7,3
CP1074,g-BHC,182.9338,6.3474,287.8601,58-89-9,0
CP1074,g-BHC,180.937,6.3474,287.8601,58-89-9,1
CP1074,g-BHC,218.9108,6.3474,287.8601,58-89-9,2
CP1074,g-BHC,184.9311,6.3474,287.8601,58-89-9,3
CP1075,d-BHC,182.9338,6.7829,287.8601,319-86-8,0
CP1075,d-BHC,180.937,6.7829,287.8601,319-86-8,1
CP1075,d-BHC,218.9108,6.7829,287.8601,319-86-8,2
CP1075,d-BHC,184.9311,6.7829,287.8601,319-86-8,3
CP1076,a-Chlordane,405.8046,10.4476,405.7978,5103-71-9,0
CP1076,a-Chlordane,407.8003,10.4476,405.7978,5103-71-9,1
CP1076,a-Chlordane,403.8047,10.4476,405.7978,5103-71-9,2
CP1076,a-Chlordane,406.8058,10.4476,405.7978,5103-71-9,3
CP1077,g-Chlordane,405.8046,10.9192,405.7978,5103-74-2,0
CP1077,g-Chlordane,407.8003,10.9192,405.7978,5103-74-2,1
CP1077,g-Chlordane,403.8047,10.9192,405.7978,5103-74-2,2
CP1077,g-Chlordane,406.8058,10.9192,405.7978,5103-74-2,3
CP1078,"4,4'-DDD",235.0079,11.0226,317.9537,72-54-8,0
CP1078,"4,4'-DDD",237.0049,11.0226,317.9537,72-54-8,1
CP1078,"4,4'-DDD",165.0697,11.0226,317.9537,72-54-8,2
CP1078,"4,4'-DDD",199.0309,11.0226,317.9537,72-54-8,3
CP1079,"4,4'-DDE",246.0008,10.0335,315.938,72-55-9,0
CP1079,"4,4'-DDE",247.9979,10.0335,315.938,72-55-9,1
CP1079,"4,4'-DDE",317.9357,10.0335,315.938,72-55-9,2
CP1079,"4,4'-DDE",315.9386,10.0335,315.938,72-55-9,3
CP1080,"4,4'-DDT",235.0076,11.9275,351.9147,50-29-3,0
CP1080,"4,4'-DDT",237.0046,11.9275,351.9147,50-29-3,1
CP1080,"4,4'-DDT",165.0696,11.9275,351.9147,50-29-3,2
CP1080,"4,4'-DDT",236.0108,11.9275,351.9147,50-29-3,3
CP1081,Dieldrin,342.9009,11.1349,377.8706,60-57-1,0
CP1081,Dieldrin,324.872,11.1349,377.8706,60-57-1,1
CP1081,Dieldrin,242.953,11.1349,377.8706,60-57-1,2
CP1081,Dieldrin,146.9998,11.1349,377.8706,60-57-1,3
CP1082,Endosulfan I,194.9158,10.7845,403.8169,959-98-8,0
CP1082,Endosulfan I,197.9392,10.7845,403.8169,959-98-8,1
CP1082,Endosulfan I,106.9314,10.7845,403.8169,959-98-8,2
CP1082,Endosulfan I,198.9284,10.7845,403.8169,959-98-8,3
CP1084,Endosulfan sulfate,421.8082,11.7143,419.8118,1031-07-8,0
CP1084,Endosulfan sulfate,386.8399,11.7143,419.8118,1031-07-8,1
CP1084,Endosulfan sulfate,271.8101,11.7143,419.8118,1031-07-8,2
CP1084,Endosulfan sulfate,419.8112,11.7143,419.8118,1031-07-8,3
CP1085,Endrin,318.9005,12.8306,377.8706,72-20-8,0
CP1085,Endrin,316.9033,12.8306,377.8706,72-20-8,1
CP1085,Endrin,249.8486,12.8306,377.8706,72-20-8,2
CP1085,Endrin,242.953,12.8306,377.8706,72-20-8,3
CP1086,Endrin aldehyde,344.8982,11.1439,377.8706,7421-93-4,0
CP1086,Endrin aldehyde,249.8489,11.1439,377.8706,7421-93-4,1
CP1086,Endrin aldehyde,342.9009,11.1439,377.8706,7421-93-4,2
CP1086,Endrin aldehyde,316.9032,11.1439,377.8706,7421-93-4,3
CP1087,Endrin ketone,317.9066,12.8441,377.8706,53494-70-5,0
CP1087,Endrin ketone,314.9063,12.8441,377.8706,53494-70-5,1
CP1087,Endrin ketone,315.9095,12.8441,377.8706,53494-70-5,2
CP1087,Endrin ketone,249.8486,12.8441,377.8706,53494-70-5,3
CP1088,Heptachlor,271.8098,7.3681,369.8211,76-44-8,0
CP1088,Heptachlor,273.8067,7.3681,369.8211,76-44-8,1
CP1088,Heptachlor,370.8289,7.3681,369.8211,76-44-8,2
CP1088,Heptachlor,270.9057,7.3681,369.8211,76-44-8,3
CP1089,Heptachlor epoxide (Isomer B),352.8441,8.7148,385.816,1024-57-3,0
CP1089,Heptachlor epoxide (Isomer B),354.8409,8.7148,385.816,1024-57-3,1
CP1089,Heptachlor epoxide (Isomer B),350.8469,8.7148,385.816,1024-57-3,2
CP1089,Heptachlor epoxide (Isomer B),249.8487,8.7148,385.816,1024-57-3,3
CP1090,Methoxychlor,227.1066,13.4529,344.0138,72-43-5,0
CP1090,Methoxychlor,228.1098,13.4529,344.0138,72-43-5,1
CP1090,Methoxychlor,152.0618,13.4529,344.0138,72-43-5,2
CP1090,Methoxychlor,212.083,13.4529,344.0138,72-43-5,3
CP1091,cis-Nonachlor,408.7842,9.5273,439.7588,5103-73-1,0
CP1091,cis-Nonachlor,406.7873,9.5273,439.7588,5103-73-1,1
CP1091,cis-Nonachlor,410.7812,9.5273,439.7588,5103-73-1,2
CP1091,cis-Nonachlor,404.7901,9.5273,439.7588,5103-73-1,3
CP1092,trans-Nonachlor,408.7842,10.899,439.7588,39765-80-5,0
CP1092,trans-Nonachlor,406.7873,10.899,439.7588,39765-80-5,1
CP1092,trans-Nonachlor,410.7812,10.899,439.7588,39765-80-5,2
CP1092,trans-Nonachlor,404.7901,10.899,439.7588,39765-80-5,3
CP1093,BDE-85,403.7863,16.7852,559.626,182346-21-0,0
CP1093,BDE-85,405.7841,16.7852,559.626,182346-21-0,1
CP1093,BDE-85,563.622,16.7852,559.626,182346-21-0,2
CP1093,BDE-85,565.62,16.7852,559.626,182346-21-0,3
CP1094,BDE-206,722.4052,19.6514,871.26778,63387-28-0,0
CP1094,BDE-206,718.0084,19.6514,871.26778,63387-28-0,1
CP1094,BDE-206,727.6006,19.6514,871.26778,63387-28-0,2
CP1094,BDE-206,723.5176,19.6514,871.26778,63387-28-0,3
CP1095,Mirex,272.7382,14.3029,539.6262,2385-85-5,0
CP1095,Mirex,273.8,14.3029,539.6262,2385-85-5,1
CP1095,Mirex,274.9293,14.3029,539.6262,2385-85-5,2
CP1095,Mirex,269.8127,14.3029,539.6262,2385-85-5,3
CP1096,"o,p'-DDD",235.0079,10.167,317.9537,53-19-0,0
CP1096,"o,p'-DDD",237.0049,10.167,317.9537,53-19-0,1
CP1096,"o,p'-DDD",165.0697,10.167,317.9537,53-19-0,2
CP1096,"o,p'-DDD",199.0309,10.167,317.9537,53-19-0,3
CP1097,"o,p'-DDE",246.0008,9.2993,315.938,3424-82-6,0
CP1097,"o,p'-DDE",247.9979,9.2993,315.938,3424-82-6,1
CP1097,"o,p'-DDE",317.9357,9.2993,315.938,3424-82-6,2
CP1097,"o,p'-DDE",315.9386,9.2993,315.938,3424-82-6,3
CP1098,"o,p'-DDT",235.0076,11.0226,351.9147,789-02-6,0
CP1098,"o,p'-DDT",237.0046,11.0226,351.9147,789-02-6,1
CP1098,"o,p'-DDT",165.0696,11.0226,351.9147,789-02-6,2
CP1098,"o,p'-DDT",236.0108,11.0226,351.9147,789-02-6,3
CP1099,TCDD,319.9031,12.8329,319.8965,1746-01-6,0
CP1099,TCDD,318.9005,12.8329,319.8965,1746-01-6,1
CP1099,TCDD,320.8976,12.8329,319.8965,1746-01-6,2
