id,name,tmz,trt,monoisotopic,cas,subid
CP2319,"2,4,6-Tribromophenol",331.7696,5.6587,327.773,118-79-6,1
CP2319,"2,4,6-Tribromophenol",327.7738,5.6587,327.773,118-79-6,2
CP2319,"2,4,6-Tribromophenol",333.7675,5.6587,327.773,118-79-6,3
CP2319_2,"2,4,6-Tribromophenol",329.7717,8.7348,327.773,118-79-6,0
CP2319_2,"2,4,6-Tribromophenol",331.7696,8.7348,327.773,118-79-6,1
CP2319_2,"2,4,6-Tribromophenol",327.7738,8.7348,327.773,118-79-6,2
CP2319_2,"2,4,6-Tribromophenol",333.7675,8.7348,327.773,118-79-6,3
CP2320,Tetrachlorobisphenol A,350.9481,8.7808,363.9592,79-95-8,0
CP2320,Tetrachlorobisphenol A,352.9452,8.7808,363.9592,79-95-8,1
CP2320,Tetrachlorobisphenol A,349.9418,8.7808,363.9592,79-95-8,2
CP2320,Tetrachlorobisphenol A,347.9442,8.7808,363.9592,79-95-8,3
CP2321,tris(2-Butoxyethyl) phosphate (TBEP),124.9998,12.7197,398.2433,78-51-3,0
CP2321,tris(2-Butoxyethyl) phosphate (TBEP),199.073,12.7197,398.2433,78-51-3,1
CP2321,tris(2-Butoxyethyl) phosphate (TBEP),297.1853,12.7197,398.2433,78-51-3,2
CP2321,tris(2-Butoxyethyl) phosphate (TBEP),197.1724,12.7197,398.2433,78-51-3,3
CP2322,"2,3,4,5-Tetrabromobenzoic acid",433.6821,17.5398,433.679,27581-13-1,0
CP2322,"2,3,4,5-Tetrabromobenzoic acid",436.5814,17.5398,433.679,27581-13-1,1
CP2322,"2,3,4,5-Tetrabromobenzoic acid",419.3524,17.5398,433.679,27581-13-1,2
CP2322,"2,3,4,5-Tetrabromobenzoic acid",444.8398,17.5398,433.679,27581-13-1,3
CP2325,4-Bromostyrene,181.9725,3.0709,181.9731,2039-82-9,0
CP2325,4-Bromostyrene,183.9705,3.0709,181.9731,2039-82-9,1
CP2325,4-Bromostyrene,182.9758,3.0709,181.9731,2039-82-9,2
CP2325,4-Bromostyrene,184.974,3.0709,181.9731,2039-82-9,3
CP2326,"cis-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",173.0714,6.6475,208.0058,59042-49-8,0
CP2326,"cis-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",175.0639,6.6475,208.0058,59042-49-8,1
CP2326,"cis-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",207.0325,6.6475,208.0058,59042-49-8,2
CP2326,"cis-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",129.0089,6.6475,208.0058,59042-49-8,3
CP2327,"trans-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",173.0714,6.6745,208.0058,59042-50-1,0
CP2327,"trans-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",175.0639,6.6745,208.0058,59042-50-1,1
CP2327,"trans-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",207.0325,6.6745,208.0058,59042-50-1,2
CP2327,"trans-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",129.0089,6.6745,208.0058,59042-50-1,3
CP2328,3-Phenoxybenzoic acid,214.065,7.2254,214.063,3739-38-6,0
CP2328,3-Phenoxybenzoic acid,215.0573,7.2254,214.063,3739-38-6,1
CP2328,3-Phenoxybenzoic acid,141.0697,7.2254,214.063,3739-38-6,2
CP2328,3-Phenoxybenzoic acid,168.0568,7.2254,214.063,3739-38-6,3
CP2329,4-fluro-3-phenoxy-benzoic acid,215.0259,11.0835,232.0536,77279-89-1,0
CP2329,4-fluro-3-phenoxy-benzoic acid,217.029,11.0835,232.0536,77279-89-1,1
CP2329,4-fluro-3-phenoxy-benzoic acid,216.0212,11.0835,232.0536,77279-89-1,2
CP2329,4-fluro-3-phenoxy-benzoic acid,209.047,11.0835,232.0536,77279-89-1,3
CP2330,Homosalate,138.1359,17.8447,262.157,118-56-9,0
CP2330,Homosalate,201.1638,17.8447,262.157,118-56-9,1
CP2330,Homosalate,109.1012,17.8447,262.157,118-56-9,2
CP2330,Homosalate,200.1513,17.8447,262.157,118-56-9,3
CP2331,Octyl-dimethyl-PABA,277.2037,11.0655,277.2042,21245-02-3,0
CP2331,Octyl-dimethyl-PABA,165.0783,11.0655,277.2042,21245-02-3,1
CP2331,Octyl-dimethyl-PABA,164.0706,11.0655,277.2042,21245-02-3,2
CP2331,Octyl-dimethyl-PABA,148.0757,11.0655,277.2042,21245-02-3,3
CP2332,Occtyl-Methoxycinnamate (OMC),150.1405,9.8105,290.188,5466-77-3,0
CP2332,Occtyl-Methoxycinnamate (OMC),152.1195,9.8105,290.188,5466-77-3,1
CP2332,Occtyl-Methoxycinnamate (OMC),178.1715,9.8105,290.188,5466-77-3,2
CP2332,Occtyl-Methoxycinnamate (OMC),179.1429,9.8105,290.188,5466-77-3,3
CP2334,"O,O-Dimethyl Thiophosphate",141.9849,8.1345,141.9854,1112-38-5,0
CP2334,"O,O-Dimethyl Thiophosphate",126.0088,8.1345,141.9854,1112-38-5,1
CP2334,"O,O-Dimethyl Thiophosphate",114.9614,8.1345,141.9854,1112-38-5,2
CP2334,"O,O-Dimethyl Thiophosphate",113.9536,8.1345,141.9854,1112-38-5,3
CP2335,"O,O-Diethyl Phosphonate",137.0363,5.579,137.0368,762-04-9,0
CP2335,"O,O-Diethyl Phosphonate",111.0999,5.579,137.0368,762-04-9,1
CP2335,"O,O-Diethyl Phosphonate",112.112,5.579,137.0368,762-04-9,2
CP2335,"O,O-Diethyl Phosphonate",139.0155,5.579,137.0368,762-04-9,3
CP2336,"O,O-Dimethyl dithiophosphate",157.9621,7.8797,157.9625,756-80-9,0
CP2336,"O,O-Dimethyl dithiophosphate",142.9927,7.8797,157.9625,756-80-9,1
CP2336,"O,O-Dimethyl dithiophosphate",124.9821,7.8797,157.9625,756-80-9,2
CP2336,"O,O-Dimethyl dithiophosphate",127.9514,7.8797,157.9625,756-80-9,3
CP2337,"O,O-Diethylthiophosphoric Acid",187.9843,12.8512,187.9828,58975-95-4,0
CP2337,"O,O-Diethylthiophosphoric Acid",188.9921,12.8512,187.9828,58975-95-4,1
CP2337,"O,O-Diethylthiophosphoric Acid",171.9716,12.8512,187.9828,58975-95-4,2
CP2337,"O,O-Diethylthiophosphoric Acid",190.9893,12.8512,187.9828,58975-95-4,3
CP2337_2,"O,O-Diethylthiophosphoric Acid",187.9843,7.2456,187.9828,58975-95-4,0
CP2337_2,"O,O-Diethylthiophosphoric Acid",188.9921,7.2456,187.9828,58975-95-4,1
CP2337_2,"O,O-Diethylthiophosphoric Acid",171.9716,7.2456,187.9828,58975-95-4,2
CP2337_2,"O,O-Diethylthiophosphoric Acid",190.9893,7.2456,187.9828,58975-95-4,3
CP2338,"O,O-Diethyl dithiophosphate",185.9934,8.1368,185.9938,298-06-6,0
CP2338,"O,O-Diethyl dithiophosphate",96.9509,8.1368,185.9938,298-06-6,1
CP2338,"O,O-Diethyl dithiophosphate",187.9691,8.1368,185.9938,298-06-6,2
CP2338,"O,O-Diethyl dithiophosphate",106.9951,8.1368,185.9938,298-06-6,3
CP2339,Malathion Diacid,282.9799,10.4388,273.9735,1190-28-9,0
CP2339,Malathion Diacid,284.9769,10.4388,273.9735,1190-28-9,1
CP2339,Malathion Diacid,286.9735,10.4388,273.9735,1190-28-9,2
CP2339,Malathion Diacid,287.9776,10.4388,273.9735,1190-28-9,3
CP2339_2,Malathion Diacid,282.9799,10.5994,273.9735,1190-28-9,0
CP2339_2,Malathion Diacid,284.9769,10.5994,273.9735,1190-28-9,1
CP2339_2,Malathion Diacid,286.9735,10.5994,273.9735,1190-28-9,2
CP2339_2,Malathion Diacid,287.9776,10.5994,273.9735,1190-28-9,3
CP2339_3,Malathion Diacid,282.9799,11.2307,273.9735,1190-28-9,0
CP2339_3,Malathion Diacid,284.9769,11.2307,273.9735,1190-28-9,1
CP2339_3,Malathion Diacid,286.9735,11.2307,273.9735,1190-28-9,2
CP2339_3,Malathion Diacid,287.9776,11.2307,273.9735,1190-28-9,3
CP2339_4,Malathion Diacid,282.9799,10.1561,273.9735,1190-28-9,0
CP2339_4,Malathion Diacid,284.9769,10.1561,273.9735,1190-28-9,1
CP2339_4,Malathion Diacid,286.9735,10.1561,273.9735,1190-28-9,2
CP2339_4,Malathion Diacid,287.9776,10.1561,273.9735,1190-28-9,3
CP2340,Carbofuran phenol,164.0831,18.4481,164.0837,1563-38-8,0
CP2340,Carbofuran phenol,149.0597,18.4481,164.0837,1563-38-8,1
CP2340,Carbofuran phenol,163.0753,18.4481,164.0837,1563-38-8,2
CP2340,Carbofuran phenol,165.0876,18.4481,164.0837,1563-38-8,3
CP2341,Mono(2-ethyl-5-oxohexyl) phthalate,292.1283,23.4396,292.1311,40321-98-0,0
CP2341,Mono(2-ethyl-5-oxohexyl) phthalate,293.0511,23.4396,292.1311,40321-98-0,1
CP2341,Mono(2-ethyl-5-oxohexyl) phthalate,296.2502,23.4396,292.1311,40321-98-0,2
CP2341,Mono(2-ethyl-5-oxohexyl) phthalate,297.2062,23.4396,292.1311,40321-98-0,3
CP2342,Mono(2-ethyl-5-hydroxyhexyl) phthalate,294.1446,8.5111,294.1467,40321-99-1,0
CP2342,Mono(2-ethyl-5-hydroxyhexyl) phthalate,280.1293,8.5111,294.1467,40321-99-1,1
CP2342,Mono(2-ethyl-5-hydroxyhexyl) phthalate,281.1328,8.5111,294.1467,40321-99-1,2
CP2342,Mono(2-ethyl-5-hydroxyhexyl) phthalate,236.1391,8.5111,294.1467,40321-99-1,3
CP2343,Mono(5-carboxy-2-ethylpentyl) phthalate,204.1146,18.4481,308.126,40809-41-4,0
CP2343,Mono(5-carboxy-2-ethylpentyl) phthalate,205.1223,18.4481,308.126,40809-41-4,1
CP2343,Mono(5-carboxy-2-ethylpentyl) phthalate,199.1118,18.4481,308.126,40809-41-4,2
CP2343,Mono(5-carboxy-2-ethylpentyl) phthalate,209.0293,18.4481,308.126,40809-41-4,3
CP2344,Tripentyl Phosphate,98.1047,19.2512,308.2116,2528-38-3,0
CP2344,Tripentyl Phosphate,169.1012,19.2512,308.2116,2528-38-3,1
CP2344,Tripentyl Phosphate,239.1794,19.2512,308.2116,2528-38-3,2
CP2344,Tripentyl Phosphate,97.1014,19.2512,308.2116,2528-38-3,3
CP2345,Bisphenol A,228.1132,8.95,228.115,80-05-7,0
CP2345,Bisphenol A,133.0886,8.95,228.115,80-05-7,1
CP2345,Bisphenol A,117.0573,8.95,228.115,80-05-7,2
CP2345,Bisphenol A,132.0809,8.95,228.115,80-05-7,3
CP2346,Mono(3-carboxypropyl) phthalate,252.0634,9.8891,252.0634,66851-46-5,0
CP2346,Mono(3-carboxypropyl) phthalate,243.0241,9.8891,252.0634,66851-46-5,1
CP2346,Mono(3-carboxypropyl) phthalate,225.0133,9.8891,252.0634,66851-46-5,2
CP2346,Mono(3-carboxypropyl) phthalate,244.0272,9.8891,252.0634,66851-46-5,3
CP2347,triclocarban,126.978,7.2478,313.978,101-20-2,0
CP2347,triclocarban,160.9794,7.2478,313.978,101-20-2,1
CP2347,triclocarban,162.9764,7.2478,313.978,101-20-2,2
CP2347,triclocarban,159.9715,7.2478,313.978,101-20-2,3
CP2348,"2,5-Dichlorophenol",161.9633,10.4388,161.9639,583-78-8,0
CP2348,"2,5-Dichlorophenol",163.9603,10.4388,161.9639,583-78-8,1
CP2348,"2,5-Dichlorophenol",97.9919,10.4388,161.9639,583-78-8,2
CP2348,"2,5-Dichlorophenol",165.9575,10.4388,161.9639,583-78-8,3
CP2349,PROPYLENE THIOUREA,116.0577,9.0641,116.041,2122-19-2,0
CP2349,PROPYLENE THIOUREA,113.0386,9.0641,116.041,2122-19-2,1
CP2349,PROPYLENE THIOUREA,117.0368,9.0641,116.041,2122-19-2,2
CP2349,PROPYLENE THIOUREA,101.0387,9.0641,116.041,2122-19-2,3
CP2350,Thifensulfuron-methyl,141.0259,7.7282,387.0307,79277-27-3,0
CP2350,Thifensulfuron-methyl,140.0062,7.7282,387.0307,79277-27-3,1
CP2350,Thifensulfuron-methyl,139.0213,7.7282,387.0307,79277-27-3,2
CP2350,Thifensulfuron-methyl,138.0374,7.7282,387.0307,79277-27-3,3
CP2351,4-Tert-Octylphenol,206.1667,9.7251,206.1671,140-66-9,0
CP2351,4-Tert-Octylphenol,135.0806,9.7251,206.1671,140-66-9,1
CP2351,4-Tert-Octylphenol,107.0493,9.7251,206.1671,140-66-9,2
CP2351,4-Tert-Octylphenol,136.0841,9.7251,206.1671,140-66-9,3
CP2352,Triclosan,287.9511,9.3583,287.9512,3380-34-5,0
CP2352,Triclosan,218.013,9.3583,287.9512,3380-34-5,1
CP2352,Triclosan,289.9478,9.3583,287.9512,3380-34-5,2
CP2352,Triclosan,288.9539,9.3583,287.9512,3380-34-5,3
CP2353,Bisphenol F,200.083,18.5873,200.0837,620-92-8,0
CP2353,Bisphenol F,191.1021,18.5873,200.0837,620-92-8,1
CP2353,Bisphenol F,201.0908,18.5873,200.0837,620-92-8,2
CP2353,Bisphenol F,199.0751,18.5873,200.0837,620-92-8,3
CP2354,Bisphenol S,251.0028,10.8408,250.03,80-09-1,0
CP2354,Bisphenol S,252.006,10.8408,250.03,80-09-1,1
CP2354,Bisphenol S,254.003,10.8408,250.03,80-09-1,2
CP2354,Bisphenol S,250.0276,10.8408,250.03,80-09-1,3
CP2356,ETHYLENE THIOUREA,100.0182,4.0356,102.0252,96-45-7,0
CP2356,ETHYLENE THIOUREA,99.0104,4.0356,102.0252,96-45-7,1
CP2356,ETHYLENE THIOUREA,101.0216,4.0356,102.0252,96-45-7,2
CP2356,ETHYLENE THIOUREA,102.0216,4.0356,102.0252,96-45-7,3
CP2357,Bensulfuron-methyl,149.0963,9.7184,410.0896,83055-99-6,0
CP2357,Bensulfuron-methyl,150.0997,9.7184,410.0896,83055-99-6,1
CP2357,Bensulfuron-methyl,95.0855,9.7184,410.0896,83055-99-6,2
CP2357,Bensulfuron-methyl,410.0869,9.7184,410.0896,83055-99-6,3
CP2359,Halosulfuron-methyl,182.0601,11.088,434.041,100784-20-1,0
CP2359,Halosulfuron-methyl,183.0636,11.088,434.041,100784-20-1,1
CP2359,Halosulfuron-methyl,139.996,11.088,434.041,100784-20-1,2
CP2359,Halosulfuron-methyl,184.9733,11.088,434.041,100784-20-1,3
CP2361,metsulfuron-methyl,210.068,7.0757,381.0743,74223-64-6,0
CP2361,metsulfuron-methyl,197.0602,7.0757,381.0743,74223-64-6,1
CP2361,metsulfuron-methyl,199.0572,7.0757,381.0743,74223-64-6,2
CP2361,metsulfuron-methyl,198.0635,7.0757,381.0743,74223-64-6,3
CP2362,nicosulfuron,366.0617,13.058,410.1009,111991-09-4,0
CP2362,nicosulfuron,213.0421,13.058,410.1009,111991-09-4,1
CP2362,nicosulfuron,182.0602,13.058,410.1009,111991-09-4,2
CP2362,nicosulfuron,410.0941,13.058,410.1009,111991-09-4,3
CP2363,oxasulfuron,129.0911,5.3207,406.0947,144651-06-9,0
CP2363,oxasulfuron,96.0889,5.3207,406.0947,144651-06-9,1
CP2363,oxasulfuron,97.0649,5.3207,406.0947,144651-06-9,2
CP2363,oxasulfuron,95.0856,5.3207,406.0947,144651-06-9,3
CP2364,primisulfuron-methyl,468.038,22.3722,468.0363,86209-51-0,0
CP2364,primisulfuron-methyl,111.9901,22.3722,468.0363,86209-51-0,1
CP2364,primisulfuron-methyl,117.0548,22.3722,468.0363,86209-51-0,2
CP2364,primisulfuron-methyl,440.308,22.3722,468.0363,86209-51-0,3
CP2365,prosulfuron,167.0854,17.8447,419.0875,94125-34-5,0
CP2365,prosulfuron,141.07,17.8447,419.0875,94125-34-5,1
CP2365,prosulfuron,169.1012,17.8447,419.0875,94125-34-5,2
CP2365,prosulfuron,168.0892,17.8447,419.0875,94125-34-5,3
CP2366,rimsulfuron,155.0257,14.1057,431.0564,122931-48-0,0
CP2366,rimsulfuron,150.044,14.1057,431.0564,122931-48-0,1
CP2366,rimsulfuron,167.0553,14.1057,431.0564,122931-48-0,2
CP2366,rimsulfuron,151.0418,14.1057,431.0564,122931-48-0,3
CP2367,sulfosulfuron,235.9791,12.4411,470.0678,141776-32-1,0
CP2367,sulfosulfuron,173.0153,12.4411,470.0678,141776-32-1,1
CP2367,sulfosulfuron,135.0806,12.4411,470.0678,141776-32-1,2
CP2367,sulfosulfuron,470.068,12.4411,470.0678,141776-32-1,3
CP2368,triasulfuron,401.0529,19.4286,401.0561,82097-50-5,0
CP2368,triasulfuron,396.4529,19.4286,401.0561,82097-50-5,1
CP2368,triasulfuron,400.0707,19.4286,401.0561,82097-50-5,2
CP2368,triasulfuron,398.0725,19.4286,401.0561,82097-50-5,3
CP2369,triflusulfuron-methyl,492.1051,19.0639,492.1039,126535-15-7,0
CP2369,triflusulfuron-methyl,327.3142,19.0639,492.1039,126535-15-7,1
CP2369,triflusulfuron-methyl,328.2132,19.0639,492.1039,126535-15-7,2
CP2369,triflusulfuron-methyl,325.0566,19.0639,492.1039,126535-15-7,3
CP2370,"n,n-diethy-meta-toluamide",191.1301,5.2511,191.131,134-62-3,0
CP2370,"n,n-diethy-meta-toluamide",119.0491,5.2511,191.131,134-62-3,1
CP2370,"n,n-diethy-meta-toluamide",190.1224,5.2511,191.131,134-62-3,2
CP2370,"n,n-diethy-meta-toluamide",120.0525,5.2511,191.131,134-62-3,3
CP2371,"2,4,5-trichlorophenol",195.9246,11.6046,195.9249,95-95-4,0
CP2371,"2,4,5-trichlorophenol",197.9215,11.6046,195.9249,95-95-4,1
CP2371,"2,4,5-trichlorophenol",96.984,11.6046,195.9249,95-95-4,2
CP2371,"2,4,5-trichlorophenol",131.953,11.6046,195.9249,95-95-4,3
CP2372,"2,4,6-trichlorophenol",195.9246,12.3098,195.9249,88-06-2,0
CP2372,"2,4,6-trichlorophenol",197.9215,12.3098,195.9249,88-06-2,1
CP2372,"2,4,6-trichlorophenol",96.984,12.3098,195.9249,88-06-2,2
CP2372,"2,4,6-trichlorophenol",131.953,12.3098,195.9249,88-06-2,3
CP2373,2-isopropyl-6-methyl-4-pyrimidinol,152.0946,6.4956,152.095,2814-20-2,0
CP2373,2-isopropyl-6-methyl-4-pyrimidinol,137.0708,6.4956,152.095,2814-20-2,1
CP2373,2-isopropyl-6-methyl-4-pyrimidinol,124.0631,6.4956,152.095,2814-20-2,2
CP2373,2-isopropyl-6-methyl-4-pyrimidinol,151.0865,6.4956,152.095,2814-20-2,3
CP2376,mono-benzyl phthalate(MBzP),91.0543,7.708,256.0735,2528-16-7,0
CP2376,mono-benzyl phthalate(MBzP),109.0648,7.708,256.0735,2528-16-7,1
CP2376,mono-benzyl phthalate(MBzP),95.0492,7.708,256.0735,2528-16-7,2
CP2376,mono-benzyl phthalate(MBzP),93.0699,7.708,256.0735,2528-16-7,3
CP2377,mono-n-butyl phthalate(MnBP),149.0199,16.6102,222.0892,131-70-4,0
CP2377,mono-n-butyl phthalate(MnBP),167.0341,16.6102,222.0892,131-70-4,1
CP2377,mono-n-butyl phthalate(MnBP),104.0257,16.6102,222.0892,131-70-4,2
CP2377,mono-n-butyl phthalate(MnBP),150.0678,16.6102,222.0892,131-70-4,3
CP2378,mono-cyclohexyl phthalate(MCHP),248.103,15.0706,248.1049,7517-36-4,0
CP2378,mono-cyclohexyl phthalate(MCHP),149.0582,15.0706,248.1049,7517-36-4,1
CP2378,mono-cyclohexyl phthalate(MCHP),150.0615,15.0706,248.1049,7517-36-4,2
CP2378,mono-cyclohexyl phthalate(MCHP),105.0446,15.0706,248.1049,7517-36-4,3
CP2379,mono-ethyl phthalate(MEP),194.0574,6.7614,194.0579,2306-33-4,0
CP2379,mono-ethyl phthalate(MEP),149.0597,6.7614,194.0579,2306-33-4,1
CP2379,mono-ethyl phthalate(MEP),105.0449,6.7614,194.0579,2306-33-4,2
CP2379,mono-ethyl phthalate(MEP),150.0631,6.7614,194.0579,2306-33-4,3
CP2380,mono-n-octyl phthalate(MOP),149.1325,4.8291,278.1518,5393-19-1,0
CP2380,mono-n-octyl phthalate(MOP),150.1358,4.8291,278.1518,5393-19-1,1
CP2380,mono-n-octyl phthalate(MOP),167.143,4.8291,278.1518,5393-19-1,2
CP2380,mono-n-octyl phthalate(MOP),104.0257,4.8291,278.1518,5393-19-1,3
CP2381,mono-isobutyl phthalate(MiBP),149.0199,17.2693,222.0892,30833-53-5,0
CP2381,mono-isobutyl phthalate(MiBP),167.0341,17.2693,222.0892,30833-53-5,1
CP2381,mono-isobutyl phthalate(MiBP),104.0257,17.2693,222.0892,30833-53-5,2
CP2381,mono-isobutyl phthalate(MiBP),150.0678,17.2693,222.0892,30833-53-5,3
CP2382,mono-2-ethylhexyl phthalate(MEHP),223.1691,9.7206,278.1518,4376-20-9,0
CP2382,mono-2-ethylhexyl phthalate(MEHP),163.1116,9.7206,278.1518,4376-20-9,1
CP2382,mono-2-ethylhexyl phthalate(MEHP),221.2215,9.7206,278.1518,4376-20-9,2
CP2382,mono-2-ethylhexyl phthalate(MEHP),119.0855,9.7206,278.1518,4376-20-9,3
CP2383,mono-isononyl phthalate(MiNP),292.1657,8.5111,292.1675,106610-61-1,0
CP2383,mono-isononyl phthalate(MiNP),163.0865,8.5111,292.1675,106610-61-1,1
CP2383,mono-isononyl phthalate(MiNP),164.0945,8.5111,292.1675,106610-61-1,2
CP2383,mono-isononyl phthalate(MiNP),166.0692,8.5111,292.1675,106610-61-1,3
CP2384,mono-methyl phthalate(MMP),163.039,14.2831,180.0423,4376-18-5,0
CP2384,mono-methyl phthalate(MMP),179.034,14.2831,180.0423,4376-18-5,1
CP2384,mono-methyl phthalate(MMP),133.0285,14.2831,180.0423,4376-18-5,2
CP2384,mono-methyl phthalate(MMP),180.8716,14.2831,180.0423,4376-18-5,3
CP2385,perfluorohexanoic acid (PFHxS),268.9787,4.6575,313.9801,307-24-4,0
CP2385,perfluorohexanoic acid (PFHxS),314.9462,4.6575,313.9801,307-24-4,1
CP2385,perfluorohexanoic acid (PFHxS),269.9787,4.6575,313.9801,307-24-4,2
CP2385,perfluorohexanoic acid (PFHxS),270.9754,4.6575,313.9801,307-24-4,3
CP2386,perfluorononanoic acid (PFHxS),130.9718,13.9451,463.9705,375-95-1,0
CP2386,perfluorononanoic acid (PFHxS),158.9667,13.9451,463.9705,375-95-1,1
CP2386,perfluorononanoic acid (PFHxS),160.9637,13.9451,463.9705,375-95-1,2
CP2386,perfluorononanoic acid (PFHxS),159.97,13.9451,463.9705,375-95-1,3
CP2387,Benzene,144.9607,4.3709,78.047,71-43-2,0
CP2387,Benzene,146.9576,4.3709,78.047,71-43-2,1
CP2387,Benzene,143.9529,4.3709,78.047,71-43-2,2
CP2387,Benzene,145.9499,4.3709,78.047,71-43-2,3
CP2388,Bromobenzene,155.957,5.9535,155.9575,108-86-1,0
CP2388,Bromobenzene,156.9472,5.9535,155.9575,108-86-1,1
CP2388,Bromobenzene,157.9505,5.9535,155.9575,108-86-1,2
CP2388,Bromobenzene,154.9492,5.9535,155.9575,108-86-1,3
CP2389,Bromochloromethane,129.9047,3.2798,127.9028,74-97-5,0
CP2389,Bromochloromethane,130.9032,3.2798,127.9028,74-97-5,1
CP2389,Bromochloromethane,131.9016,3.2798,127.9028,74-97-5,2
CP2389,Bromochloromethane,132.9004,3.2798,127.9028,74-97-5,3
CP2390,Bromodichloromethane,128.8926,9.2336,161.8639,75-27-4,0
CP2390,Bromodichloromethane,124.9822,9.2336,161.8639,75-27-4,1
CP2390,Bromodichloromethane,85.0285,9.2336,161.8639,75-27-4,2
CP2390,Bromodichloromethane,129.9373,9.2336,161.8639,75-27-4,3
CP2391,Bromoform,172.9419,5.9468,249.7628,75-25-2,0
CP2391,Bromoform,171.9519,5.9468,249.7628,75-25-2,1
CP2391,Bromoform,250.9846,5.9468,249.7628,75-25-2,2
CP2391,Bromoform,249.7641,5.9468,249.7628,75-25-2,3
CP2392,n-Butylbenzene,134.1091,4.9042,134.1096,104-51-8,0
CP2392,n-Butylbenzene,119.0854,4.9042,134.1096,104-51-8,1
CP2392,n-Butylbenzene,133.1011,4.9042,134.1096,104-51-8,2
CP2392,n-Butylbenzene,103.0637,4.9042,134.1096,104-51-8,3
CP2393,sec-Butylbenzene,134.1091,7.7169,134.1096,135-98-8,0
CP2393,sec-Butylbenzene,119.0854,7.7169,134.1096,135-98-8,1
CP2393,sec-Butylbenzene,133.1011,7.7169,134.1096,135-98-8,2
CP2393,sec-Butylbenzene,103.0637,7.7169,134.1096,135-98-8,3
CP2394,tert-Butylbenzene,134.1091,7.9785,134.1096,98-06-6,0
CP2394,tert-Butylbenzene,119.0854,7.9785,134.1096,98-06-6,1
CP2394,tert-Butylbenzene,133.1011,7.9785,134.1096,98-06-6,2
CP2394,tert-Butylbenzene,103.0637,7.9785,134.1096,98-06-6,3
CP2395,Carbon tetrachloride,116.9061,5.3297,151.8754,56-23-5,0
CP2395,Carbon tetrachloride,118.9031,5.3297,151.8754,56-23-5,1
CP2395,Carbon tetrachloride,120.9002,5.3297,151.8754,56-23-5,2
CP2395,Carbon tetrachloride,122.9688,5.3297,151.8754,56-23-5,3
CP2396,Chlorobenzene,112.0075,3.8688,112.008,108-90-7,0
CP2396,Chlorobenzene,114.0047,3.8688,112.008,108-90-7,1
CP2396,Chlorobenzene,113.0027,3.8688,112.008,108-90-7,2
CP2396,Chlorobenzene,110.002,3.8688,112.008,108-90-7,3
CP2397,Chloroform,118.9032,6.9779,117.9144,67-66-3,0
CP2397,Chloroform,119.9763,6.9779,117.9144,67-66-3,1
CP2397,Chloroform,85.9792,6.9779,117.9144,67-66-3,2
CP2397,Chloroform,117.9372,6.9779,117.9144,67-66-3,3
CP2398,2-Chlorotoluene,128.0158,3.8666,126.0236,95-49-8,0
CP2398,2-Chlorotoluene,125.0155,3.8666,126.0236,95-49-8,1
CP2398,2-Chlorotoluene,124.0077,3.8666,126.0236,95-49-8,2
CP2398,2-Chlorotoluene,90.0465,3.8666,126.0236,95-49-8,3
CP2399,4-Chlorotoluene,126.0232,4.1411,126.0236,106-43-4,0
CP2399,4-Chlorotoluene,128.0158,4.1411,126.0236,106-43-4,1
CP2399,4-Chlorotoluene,125.0155,4.1411,126.0236,106-43-4,2
CP2399,4-Chlorotoluene,124.0077,4.1411,126.0236,106-43-4,3
CP2400,Dibromochloromethane,129.0336,14.2966,205.8134,124-48-1,0
CP2400,Dibromochloromethane,92.8103,14.2966,205.8134,124-48-1,1
CP2400,Dibromochloromethane,93.9561,14.2966,205.8134,124-48-1,2
CP2400,Dibromochloromethane,128.0137,14.2966,205.8134,124-48-1,3
CP2401,"1,2-Dibromo-3-chloropropane",154.9315,13.049,233.8447,96-12-8,0
CP2401,"1,2-Dibromo-3-chloropropane",155.9393,13.049,233.8447,96-12-8,1
CP2401,"1,2-Dibromo-3-chloropropane",156.9427,13.049,233.8447,96-12-8,2
CP2401,"1,2-Dibromo-3-chloropropane",152.9335,13.049,233.8447,96-12-8,3
CP2402,"1,2-Dibromoethane",106.9358,5.9827,185.868,106-93-4,0
CP2402,"1,2-Dibromoethane",189.8721,5.9827,185.868,106-93-4,1
CP2402,"1,2-Dibromoethane",187.875,5.9827,185.868,106-93-4,2
CP2402,"1,2-Dibromoethane",108.9329,5.9827,185.868,106-93-4,3
CP2403,Dibromomethane,173.9094,7.7439,171.8523,74-95-3,0
CP2403,Dibromomethane,175.9064,7.7439,171.8523,74-95-3,1
CP2403,Dibromomethane,176.9062,7.7439,171.8523,74-95-3,2
CP2403,Dibromomethane,94.9607,7.7439,171.8523,74-95-3,3
CP2404,"1,1-Dichloroethane",94.9683,5.9827,97.969,75-34-3,0
CP2404,"1,1-Dichloroethane",96.9653,5.9827,97.969,75-34-3,1
